trn_id,emp_id,hr_salary,job_title,emp_name,date,time,coffee_type,purchase_qty,price,total_price,pay_method,customer_name
5cd2fc4e,99854,12,Sr. Barista,Rebecca Edwards,2024-04-13,01:44:45,Mocha,1,2.0,2.0,Card,Luis Sanchez
9a27a87f,22868,15,Jr. Barista,Evelyn Grant,2024-04-13,01:24:39,Mocha,1,2.0,2.0,Cash,Jennifer Serrano
4856d172,98845,15,Jr. Barista,Kevin Swanson,2024-04-12,22:13:16,Latte,1,2.0,2.0,Card,Joseph Coleman
aad8ea7f,22868,15,Jr. Barista,Evelyn Grant,2024-04-12,21:53:48,Latte,1,2.0,2.0,Cash,Brandy Johnson
7a63cc6c,82456,15,Sr. Barista,Diana Collins,2024-04-12,20:28:15,Latte,1,2.0,2.0,Card,Alfred Sims
d9ef04df,98845,15,Jr. Barista,Kevin Swanson,2024-04-12,18:14:32,Mocha,4,2.0,8.0,Card,Maria Potts
5ad1f6ae,22868,15,Jr. Barista,Evelyn Grant,2024-04-12,18:05:26,Cappuccino,4,2.0,8.0,Cash,Annette Smith
284e8435,82456,15,Sr. Barista,Diana Collins,2024-04-12,17:02:27,Latte,4,2.0,8.0,Card,Mark Martinez
82b98450,99854,12,Sr. Barista,Rebecca Edwards,2024-04-12,15:31:04,Latte,2,2.0,4.0,Card,Caitlin Williams
19b72a2c,22868,15,Jr. Barista,Evelyn Grant,2024-04-12,15:17:11,Mocha,3,2.0,6.0,Card,Morgan Meadows
92345380,82456,15,Sr. Barista,Diana Collins,2024-04-12,14:06:41,Latte,1,2.0,2.0,Card,Melissa Ramsey
8184f654,99854,12,Sr. Barista,Rebecca Edwards,2024-04-12,13:21:13,Mocha,4,2.0,8.0,Card,Luis Henderson
51cb61f5,99854,12,Sr. Barista,Rebecca Edwards,2024-04-12,09:51:01,Latte,4,2.0,8.0,Card,Duane Good
16ac8034,98845,15,Jr. Barista,Kevin Swanson,2024-04-12,06:38:16,Americano,1,1.25,1.25,Card,Tammy Marshall
9ba93870,99854,12,Sr. Barista,Rebecca Edwards,2024-04-12,03:21:58,Latte,4,2.0,8.0,Card,Robert Lopez
1eb28829,98845,15,Jr. Barista,Kevin Swanson,2024-04-12,02:48:30,Latte,1,2.0,2.0,Card,Mary Gross
0ed24781,82456,15,Sr. Barista,Diana Collins,2024-04-11,23:50:35,Mocha,4,2.0,8.0,Cash,Alfred Sims
8b89bd58,99854,12,Sr. Barista,Rebecca Edwards,2024-04-11,22:31:17,Latte,4,2.0,8.0,Card,Jesse Meyers
30b0d358,82456,15,Sr. Barista,Diana Collins,2024-04-11,21:13:20,Latte,3,2.0,6.0,Card,Alfred Sims
4019827f,98845,15,Jr. Barista,Kevin Swanson,2024-04-11,21:12:01,Latte,4,2.0,8.0,Card,Natalie Dominguez
9ac8f43c,22868,15,Jr. Barista,Evelyn Grant,2024-04-11,21:09:34,Latte,3,2.0,6.0,Card,Melissa Ramsey
8cec4083,82456,15,Sr. Barista,Diana Collins,2024-04-11,21:03:41,Cappuccino,3,2.0,6.0,Cash,Alfred Sims
d34b420c,98845,15,Jr. Barista,Kevin Swanson,2024-04-11,18:32:05,Mocha,2,2.0,4.0,Card,Tammy Marshall
47869440,99854,12,Sr. Barista,Rebecca Edwards,2024-04-11,14:50:08,Mocha,4,2.0,8.0,Cash,Richard Howard
7f9f79dc,98845,15,Jr. Barista,Kevin Swanson,2024-04-11,13:44:49,Americano,2,1.25,2.5,Cash,Rebecca Hubbard
3b6d70bd,82456,15,Sr. Barista,Diana Collins,2024-04-11,11:53:08,Latte,3,2.0,6.0,Card,Vincent Wood
02510ea2,82456,15,Sr. Barista,Diana Collins,2024-04-11,11:50:09,Espresso,2,1.0,2.0,Card,Suzanne Chen
f66a82b3,82456,15,Sr. Barista,Diana Collins,2024-04-11,11:28:08,Latte,4,2.0,8.0,Card,Morgan Meadows
0d5050db,82456,15,Sr. Barista,Diana Collins,2024-04-11,05:34:25,Latte,4,2.0,8.0,Cash,Elizabeth Jackson
5ce13740,99854,12,Sr. Barista,Rebecca Edwards,2024-04-11,05:23:49,Latte,3,2.0,6.0,Card,Joshua Perez
bb224a19,98845,15,Jr. Barista,Kevin Swanson,2024-04-10,23:46:14,Americano,3,1.25,3.75,Card,Bryan Summers
f5b1d79c,99854,12,Sr. Barista,Rebecca Edwards,2024-04-10,23:29:27,Latte,2,2.0,4.0,Cash,Matthew Perry
2c6b97e2,22868,15,Jr. Barista,Evelyn Grant,2024-04-10,21:51:28,Cappuccino,3,2.0,6.0,Card,Jacqueline Grimes
8806313d,99854,12,Sr. Barista,Rebecca Edwards,2024-04-10,20:53:05,Mocha,2,2.0,4.0,Cash,Brian Meyers
b771571e,99854,12,Sr. Barista,Rebecca Edwards,2024-04-10,20:17:57,Latte,2,2.0,4.0,Card,Shawn White
ce921ff7,22868,15,Jr. Barista,Evelyn Grant,2024-04-10,10:55:18,Mocha,4,2.0,8.0,Cash,Debbie Brown
932363b2,22868,15,Jr. Barista,Evelyn Grant,2024-04-10,10:21:08,Latte,2,2.0,4.0,Cash,Debbie Brown
add8e7d1,98845,15,Jr. Barista,Kevin Swanson,2024-04-10,08:26:08,Latte,1,2.0,2.0,Card,Chad Williams
9439aa66,82456,15,Sr. Barista,Diana Collins,2024-04-10,06:07:22,Cappuccino,1,2.0,2.0,Cash,Dr. Kelly Moss
7c91440e,99854,12,Sr. Barista,Rebecca Edwards,2024-04-10,05:05:02,Mocha,2,2.0,4.0,Cash,Tamara Proctor
193b9733,22868,15,Jr. Barista,Evelyn Grant,2024-04-10,04:32:46,Latte,2,2.0,4.0,Card,Michael Bass
5dc0a4ec,99854,12,Sr. Barista,Rebecca Edwards,2024-04-10,02:44:55,Cappuccino,2,2.0,4.0,Cash,Bryan Summers
35dbda9c,98845,15,Jr. Barista,Kevin Swanson,2024-04-10,02:03:59,Latte,4,2.0,8.0,Cash,Mark Martinez
af8de903,22868,15,Jr. Barista,Evelyn Grant,2024-04-10,01:54:39,Mocha,2,2.0,4.0,Cash,Jessica Ramos
110b48ee,82456,15,Sr. Barista,Diana Collins,2024-04-09,23:21:51,Latte,1,2.0,2.0,Card,Anthony Davis
e428a41b,99854,12,Sr. Barista,Rebecca Edwards,2024-04-09,20:53:38,Latte,3,2.0,6.0,Cash,Denise Adams
2669f821,82456,15,Sr. Barista,Diana Collins,2024-04-09,20:02:22,Espresso,3,1.0,3.0,Cash,Jessica Hancock
778dc114,99854,12,Sr. Barista,Rebecca Edwards,2024-04-09,19:32:56,Latte,3,2.0,6.0,Cash,Mary Gross
699aa943,99854,12,Sr. Barista,Rebecca Edwards,2024-04-09,18:31:38,Latte,3,2.0,6.0,Card,Laura Lewis
0f765e19,82456,15,Sr. Barista,Diana Collins,2024-04-09,18:24:51,Latte,1,2.0,2.0,Cash,Jesse Nelson
6ac58022,99854,12,Sr. Barista,Rebecca Edwards,2024-04-09,16:08:38,Latte,2,2.0,4.0,Cash,Tonya Savage
cbd658e5,82456,15,Sr. Barista,Diana Collins,2024-04-09,15:59:41,Latte,4,2.0,8.0,Cash,Thomas Williams
dfdd2b88,99854,12,Sr. Barista,Rebecca Edwards,2024-04-09,10:51:01,Latte,1,2.0,2.0,Card,Samuel Kemp
a0d32b61,82456,15,Sr. Barista,Diana Collins,2024-04-09,08:37:09,Latte,3,2.0,6.0,Cash,James Meyer
c55b1352,22868,15,Jr. Barista,Evelyn Grant,2024-04-09,07:59:06,Cappuccino,1,2.0,2.0,Card,Rebecca Chen
343224e1,99854,12,Sr. Barista,Rebecca Edwards,2024-04-09,05:33:53,Latte,3,2.0,6.0,Cash,Lisa Chandler
b555f0e5,98845,15,Jr. Barista,Kevin Swanson,2024-04-09,04:17:58,Latte,4,2.0,8.0,Cash,Cory Franklin
fcd29773,82456,15,Sr. Barista,Diana Collins,2024-04-09,03:39:52,Latte,2,2.0,4.0,Cash,Kimberly Watson
af0d7f79,82456,15,Sr. Barista,Diana Collins,2024-04-09,03:27:39,Mocha,3,2.0,6.0,Card,Tammy Marshall
39b248c7,82456,15,Sr. Barista,Diana Collins,2024-04-09,02:06:57,Mocha,2,2.0,4.0,Card,Janet Austin
5bec33e7,99854,12,Sr. Barista,Rebecca Edwards,2024-04-09,01:41:25,Latte,3,2.0,6.0,Cash,Christine Villarreal
70a3c25c,99854,12,Sr. Barista,Rebecca Edwards,2024-04-08,18:53:50,Cappuccino,2,2.0,4.0,Cash,Jennifer Tucker
d92b47f7,22868,15,Jr. Barista,Evelyn Grant,2024-04-08,11:46:05,Cappuccino,2,2.0,4.0,Cash,Brittany Brown
1d43d324,99854,12,Sr. Barista,Rebecca Edwards,2024-04-08,09:55:21,Latte,2,2.0,4.0,Card,Edward Jimenez
7e3df591,99854,12,Sr. Barista,Rebecca Edwards,2024-04-08,07:54:25,Mocha,1,2.0,2.0,Card,Brittany Brown
4082a4cc,99854,12,Sr. Barista,Rebecca Edwards,2024-04-08,07:41:23,Latte,1,2.0,2.0,Card,Vincent Wood
a83385d2,22868,15,Jr. Barista,Evelyn Grant,2024-04-08,04:40:56,Latte,2,2.0,4.0,Card,Jennifer Delgado
a91c2e85,22868,15,Jr. Barista,Evelyn Grant,2024-04-07,23:28:41,Latte,1,2.0,2.0,Cash,Patricia Coleman
810fa94c,98845,15,Jr. Barista,Kevin Swanson,2024-04-07,21:40:52,Latte,2,2.0,4.0,Card,Sara Sandoval
17aead8e,82456,15,Sr. Barista,Diana Collins,2024-04-07,17:30:53,Latte,3,2.0,6.0,Card,Vincent Wood
18fd61dc,99854,12,Sr. Barista,Rebecca Edwards,2024-04-07,16:52:18,Cappuccino,2,2.0,4.0,Card,Steven Espinoza
73dfe648,82456,15,Sr. Barista,Diana Collins,2024-04-07,16:00:27,Latte,3,2.0,6.0,Cash,Nicholas Hernandez
7a65668a,99854,12,Sr. Barista,Rebecca Edwards,2024-04-07,05:09:34,Cappuccino,4,2.0,8.0,Card,Christopher Ortega
f66b16fa,22868,15,Jr. Barista,Evelyn Grant,2024-04-07,03:24:16,Cappuccino,2,2.0,4.0,Cash,Rebecca Hubbard
6b29c757,99854,12,Sr. Barista,Rebecca Edwards,2024-04-06,21:23:59,Latte,1,2.0,2.0,Cash,Latoya Chung
dc2c9e4b,99854,12,Sr. Barista,Rebecca Edwards,2024-04-06,20:20:11,Latte,2,2.0,4.0,Card,Rebecca Hubbard
daf101f1,99854,12,Sr. Barista,Rebecca Edwards,2024-04-06,17:38:18,Latte,3,2.0,6.0,Card,Margaret Nelson
c97921c4,98845,15,Jr. Barista,Kevin Swanson,2024-04-06,14:04:06,Mocha,1,2.0,2.0,Card,Carlos Black
86a46071,22868,15,Jr. Barista,Evelyn Grant,2024-04-06,10:35:03,Mocha,2,2.0,4.0,Card,Michelle Rogers
05650bab,82456,15,Sr. Barista,Diana Collins,2024-04-06,07:21:09,Latte,2,2.0,4.0,Card,Helen Downs
19943910,22868,15,Jr. Barista,Evelyn Grant,2024-04-06,03:53:38,Cappuccino,3,2.0,6.0,Cash,Chad Williams
82badea3,22868,15,Jr. Barista,Evelyn Grant,2024-04-06,03:23:06,Mocha,4,2.0,8.0,Cash,Melissa Ramsey
e302ca46,99854,12,Sr. Barista,Rebecca Edwards,2024-04-06,02:03:40,Latte,1,2.0,2.0,Card,Vincent Wood
5e1ce59b,99854,12,Sr. Barista,Rebecca Edwards,2024-04-06,01:41:47,Mocha,4,2.0,8.0,Card,Harold Ward
f73da5a8,98845,15,Jr. Barista,Kevin Swanson,2024-04-06,01:01:09,Latte,1,2.0,2.0,Cash,Aaron Alexander
aa7afd4d,82456,15,Sr. Barista,Diana Collins,2024-04-05,23:28:56,Latte,1,2.0,2.0,Card,Laura Lewis
faa5af35,99854,12,Sr. Barista,Rebecca Edwards,2024-04-05,22:55:08,Mocha,4,2.0,8.0,Card,Marcia Perez
c518c046,82456,15,Sr. Barista,Diana Collins,2024-04-05,22:28:15,Latte,2,2.0,4.0,Card,Rebecca Hubbard
642ad1e7,82456,15,Sr. Barista,Diana Collins,2024-04-05,21:08:54,Mocha,1,2.0,2.0,Cash,Shane Ibarra
719ee958,22868,15,Jr. Barista,Evelyn Grant,2024-04-05,20:57:24,Latte,1,2.0,2.0,Card,Steven Waters
19f50bc1,22868,15,Jr. Barista,Evelyn Grant,2024-04-05,19:10:03,Cappuccino,2,2.0,4.0,Cash,Joseph Coleman
808f384b,99854,12,Sr. Barista,Rebecca Edwards,2024-04-05,18:58:15,Latte,1,2.0,2.0,Cash,Nathan Richard
9efd9cf6,82456,15,Sr. Barista,Diana Collins,2024-04-05,17:40:07,Latte,4,2.0,8.0,Card,Andrew Clark
799940e4,22868,15,Jr. Barista,Evelyn Grant,2024-04-05,15:58:05,Latte,2,2.0,4.0,Cash,Kenneth Oliver
cc7926e8,98845,15,Jr. Barista,Kevin Swanson,2024-04-05,11:24:55,Cappuccino,2,2.0,4.0,Cash,Jason Smith
3073bdea,82456,15,Sr. Barista,Diana Collins,2024-04-05,10:50:30,Mocha,3,2.0,6.0,Cash,Sandra Pennington
9554ab2e,22868,15,Jr. Barista,Evelyn Grant,2024-04-05,10:32:06,Mocha,1,2.0,2.0,Card,Caitlin Williams
4c2007b8,99854,12,Sr. Barista,Rebecca Edwards,2024-04-05,07:02:29,Americano,1,1.25,1.25,Cash,Jessica Hancock
1f0783a8,99854,12,Sr. Barista,Rebecca Edwards,2024-04-05,04:29:06,Latte,3,2.0,6.0,Cash,Tamara Delgado
d4d09396,82456,15,Sr. Barista,Diana Collins,2024-04-05,04:21:07,Latte,3,2.0,6.0,Cash,Rebecca Chen
0f7890b4,99854,12,Sr. Barista,Rebecca Edwards,2024-04-04,23:47:41,Latte,3,2.0,6.0,Cash,James Meyer
bfd7dbe0,82456,15,Sr. Barista,Diana Collins,2024-04-04,23:39:43,Latte,2,2.0,4.0,Cash,Mark Bennett
49b23632,98845,15,Jr. Barista,Kevin Swanson,2024-04-04,20:57:43,Latte,1,2.0,2.0,Card,Michael Patel
1878e49e,99854,12,Sr. Barista,Rebecca Edwards,2024-04-04,20:00:10,Mocha,2,2.0,4.0,Cash,Debbie Brown
324cb49e,82456,15,Sr. Barista,Diana Collins,2024-04-04,19:44:44,Latte,4,2.0,8.0,Cash,Robert Lopez
218de5bd,22868,15,Jr. Barista,Evelyn Grant,2024-04-04,19:34:40,Latte,1,2.0,2.0,Card,Hailey Smith
2c005325,82456,15,Sr. Barista,Diana Collins,2024-04-04,14:16:57,Latte,3,2.0,6.0,Cash,Rebecca Hubbard
24cbbc4f,99854,12,Sr. Barista,Rebecca Edwards,2024-04-04,11:24:37,Latte,4,2.0,8.0,Cash,Mark Bennett
140a1656,82456,15,Sr. Barista,Diana Collins,2024-04-04,10:03:53,Cappuccino,3,2.0,6.0,Card,Gina Miller
7311e54f,98845,15,Jr. Barista,Kevin Swanson,2024-04-04,09:19:20,Latte,4,2.0,8.0,Card,Lisa Chandler
c7129ba7,99854,12,Sr. Barista,Rebecca Edwards,2024-04-04,06:28:54,Latte,4,2.0,8.0,Card,Nancy Smith
15affc38,98845,15,Jr. Barista,Kevin Swanson,2024-04-04,03:16:20,Mocha,2,2.0,4.0,Cash,Helen Downs
a0270bac,82456,15,Sr. Barista,Diana Collins,2024-04-04,00:26:22,Cappuccino,2,2.0,4.0,Card,Leah Hudson
870700b4,22868,15,Jr. Barista,Evelyn Grant,2024-04-03,22:03:36,Latte,3,2.0,6.0,Card,Kristopher Hill
d93c8af3,82456,15,Sr. Barista,Diana Collins,2024-04-03,20:12:09,Latte,2,2.0,4.0,Card,Michael Patel
84ecfb44,98845,15,Jr. Barista,Kevin Swanson,2024-04-03,19:51:10,Latte,2,2.0,4.0,Cash,Tonya Lee
88f4ec9c,98845,15,Jr. Barista,Kevin Swanson,2024-04-03,19:42:39,Latte,2,2.0,4.0,Cash,Janice Erickson
27c6b8fc,99854,12,Sr. Barista,Rebecca Edwards,2024-04-03,15:34:15,Espresso,2,1.0,2.0,Cash,Thomas Perry
01f07845,99854,12,Sr. Barista,Rebecca Edwards,2024-04-03,15:26:01,Espresso,1,1.0,1.0,Cash,Melissa Berry
cd49e8f1,99854,12,Sr. Barista,Rebecca Edwards,2024-04-03,15:04:08,Latte,3,2.0,6.0,Card,Tonya Savage
dac69731,82456,15,Sr. Barista,Diana Collins,2024-04-03,15:00:18,Latte,3,2.0,6.0,Card,Michael Patel
7a960e5b,99854,12,Sr. Barista,Rebecca Edwards,2024-04-03,13:59:19,Latte,3,2.0,6.0,Cash,Jennifer Serrano
cc4a1053,99854,12,Sr. Barista,Rebecca Edwards,2024-04-03,12:18:29,Latte,1,2.0,2.0,Cash,Seth Cabrera
d3a83e21,82456,15,Sr. Barista,Diana Collins,2024-04-03,09:47:04,Mocha,1,2.0,2.0,Card,Marcia Perez
6591219d,98845,15,Jr. Barista,Kevin Swanson,2024-04-03,09:07:46,Latte,3,2.0,6.0,Card,Kenneth Oliver
ca6c0a3c,82456,15,Sr. Barista,Diana Collins,2024-04-03,07:20:49,Latte,1,2.0,2.0,Cash,Lori Perez
d5340cd3,82456,15,Sr. Barista,Diana Collins,2024-04-03,04:28:37,Cappuccino,2,2.0,4.0,Card,Justin Hudson
1ab1174b,99854,12,Sr. Barista,Rebecca Edwards,2024-04-03,03:22:45,Cappuccino,1,2.0,2.0,Card,James Jimenez MD
eaa904e4,98845,15,Jr. Barista,Kevin Swanson,2024-04-03,02:33:50,Latte,4,2.0,8.0,Card,Katherine Hicks
377bebca,22868,15,Jr. Barista,Evelyn Grant,2024-04-03,01:05:14,Cappuccino,1,2.0,2.0,Card,Laura Lewis
6929529b,82456,15,Sr. Barista,Diana Collins,2024-04-03,00:33:29,Latte,3,2.0,6.0,Cash,Faith Ashley
7e9a3f3f,98845,15,Jr. Barista,Kevin Swanson,2024-04-02,22:18:21,Latte,3,2.0,6.0,Cash,Jeffrey Porter
afad5f95,99854,12,Sr. Barista,Rebecca Edwards,2024-04-02,22:13:43,Cappuccino,1,2.0,2.0,Card,Dana Brooks
11342cce,99854,12,Sr. Barista,Rebecca Edwards,2024-04-02,20:26:24,Latte,4,2.0,8.0,Card,Diane Robles
48843bf3,82456,15,Sr. Barista,Diana Collins,2024-04-02,19:16:56,Mocha,4,2.0,8.0,Cash,Mary Gross
da6d14e5,98845,15,Jr. Barista,Kevin Swanson,2024-04-02,19:07:52,Mocha,1,2.0,2.0,Card,Diane Robles
343051bd,82456,15,Sr. Barista,Diana Collins,2024-04-02,16:11:49,Espresso,2,1.0,2.0,Cash,Francisco Jacobs
ea90d0ef,22868,15,Jr. Barista,Evelyn Grant,2024-04-02,11:03:57,Cappuccino,2,2.0,4.0,Card,Steven Waters
678ba62b,98845,15,Jr. Barista,Kevin Swanson,2024-04-02,05:34:50,Espresso,1,1.0,1.0,Card,Brian Meyers
28ca48db,99854,12,Sr. Barista,Rebecca Edwards,2024-04-02,05:25:57,Latte,2,2.0,4.0,Cash,Annette Smith
6c9374c5,82456,15,Sr. Barista,Diana Collins,2024-04-02,05:15:24,Latte,1,2.0,2.0,Cash,Dana Brooks
d0322ad0,82456,15,Sr. Barista,Diana Collins,2024-04-02,04:41:25,Latte,4,2.0,8.0,Card,Kristy Wolf
c9280d25,82456,15,Sr. Barista,Diana Collins,2024-04-02,04:18:47,Cappuccino,3,2.0,6.0,Card,Kimberly Watson
80554ccb,82456,15,Sr. Barista,Diana Collins,2024-04-02,04:10:05,Latte,2,2.0,4.0,Card,Margaret Nelson
2dcb6f79,98845,15,Jr. Barista,Kevin Swanson,2024-04-01,21:28:55,Latte,1,2.0,2.0,Cash,Wesley Lloyd
01357b88,99854,12,Sr. Barista,Rebecca Edwards,2024-04-01,18:13:31,Latte,4,2.0,8.0,Cash,Jeremiah Torres
78ff1ed5,98845,15,Jr. Barista,Kevin Swanson,2024-04-01,16:40:45,Latte,2,2.0,4.0,Cash,Natalie Dominguez
fde8c428,98845,15,Jr. Barista,Kevin Swanson,2024-04-01,10:00:29,Espresso,3,1.0,3.0,Card,John Perkins
3485209c,82456,15,Sr. Barista,Diana Collins,2024-04-01,05:46:51,Latte,2,2.0,4.0,Cash,Stephen Lee
813ef67a,22868,15,Jr. Barista,Evelyn Grant,2024-04-01,05:25:21,Latte,2,2.0,4.0,Card,Donald Grant
1dd4d8f3,99854,12,Sr. Barista,Rebecca Edwards,2024-04-01,05:24:02,Cappuccino,1,2.0,2.0,Card,Dr. Kelly Moss
b6d9d2f3,99854,12,Sr. Barista,Rebecca Edwards,2024-04-01,02:56:20,Cappuccino,3,2.0,6.0,Card,James Jimenez MD
e84261d2,99854,12,Sr. Barista,Rebecca Edwards,2024-03-31,19:04:26,Espresso,3,1.0,3.0,Card,Kirsten Miller
6efd9678,22868,15,Jr. Barista,Evelyn Grant,2024-03-31,16:48:06,Mocha,1,2.0,2.0,Cash,Benjamin Powell
2eb37c89,22868,15,Jr. Barista,Evelyn Grant,2024-03-31,15:49:31,Mocha,3,2.0,6.0,Card,Dr. Kelly Moss
eadfaf87,98845,15,Jr. Barista,Kevin Swanson,2024-03-31,14:57:49,Latte,1,2.0,2.0,Cash,Francisco Jacobs
0eb434f9,82456,15,Sr. Barista,Diana Collins,2024-03-31,14:39:03,Americano,2,1.25,2.5,Cash,Tamara Alexander
f41fcadd,22868,15,Jr. Barista,Evelyn Grant,2024-03-31,12:45:05,Mocha,4,2.0,8.0,Card,David Archer
d2265f3d,22868,15,Jr. Barista,Evelyn Grant,2024-03-31,11:54:15,Espresso,1,1.0,1.0,Card,Steven Waters
009c569f,82456,15,Sr. Barista,Diana Collins,2024-03-31,07:35:37,Mocha,2,2.0,4.0,Cash,David Archer
aca6534b,82456,15,Sr. Barista,Diana Collins,2024-03-31,03:38:29,Cappuccino,3,2.0,6.0,Card,Eric Moreno
2c2a3b4d,99854,12,Sr. Barista,Rebecca Edwards,2024-03-31,01:27:59,Latte,1,2.0,2.0,Card,Rebecca Morales
f311fef6,22868,15,Jr. Barista,Evelyn Grant,2024-03-30,23:53:42,Latte,2,2.0,4.0,Cash,Garrett Guerra
f00dbc5d,82456,15,Sr. Barista,Diana Collins,2024-03-30,22:28:38,Mocha,2,2.0,4.0,Cash,Gina Miller
ef083ea1,22868,15,Jr. Barista,Evelyn Grant,2024-03-30,20:45:52,Cappuccino,2,2.0,4.0,Cash,Virginia Hanna
600804be,82456,15,Sr. Barista,Diana Collins,2024-03-30,19:50:37,Latte,1,2.0,2.0,Cash,Haley Davis
fa8278b5,82456,15,Sr. Barista,Diana Collins,2024-03-30,18:38:43,Latte,2,2.0,4.0,Cash,Jennifer Serrano
ff00346a,99854,12,Sr. Barista,Rebecca Edwards,2024-03-30,18:38:10,Latte,4,2.0,8.0,Cash,Douglas Orr
10b1d5d8,98845,15,Jr. Barista,Kevin Swanson,2024-03-30,16:45:24,Mocha,1,2.0,2.0,Card,Chad Williams
17750afc,82456,15,Sr. Barista,Diana Collins,2024-03-30,14:12:35,Latte,3,2.0,6.0,Cash,Joseph Coleman
da30292c,82456,15,Sr. Barista,Diana Collins,2024-03-30,12:10:09,Latte,2,2.0,4.0,Cash,Rebecca Morales
b12f0ecf,22868,15,Jr. Barista,Evelyn Grant,2024-03-30,10:49:56,Latte,3,2.0,6.0,Card,James Jimenez MD
4037f7e5,82456,15,Sr. Barista,Diana Collins,2024-03-30,09:47:55,Latte,1,2.0,2.0,Cash,David Archer
f08f55a5,99854,12,Sr. Barista,Rebecca Edwards,2024-03-30,03:02:05,Cappuccino,2,2.0,4.0,Cash,Nathan Hayes
dab8b7d0,22868,15,Jr. Barista,Evelyn Grant,2024-03-30,02:25:06,Latte,4,2.0,8.0,Card,Elizabeth Jackson
9b0ed695,98845,15,Jr. Barista,Kevin Swanson,2024-03-29,23:40:45,Latte,4,2.0,8.0,Cash,Rhonda Taylor
1308510c,98845,15,Jr. Barista,Kevin Swanson,2024-03-29,18:49:47,Cappuccino,3,2.0,6.0,Card,Margaret Nelson
e0ff7abc,98845,15,Jr. Barista,Kevin Swanson,2024-03-29,18:03:37,Mocha,2,2.0,4.0,Card,Olivia Evans
f5b262a3,99854,12,Sr. Barista,Rebecca Edwards,2024-03-29,12:58:14,Mocha,1,2.0,2.0,Card,Michael Fletcher DDS
ea1efc32,22868,15,Jr. Barista,Evelyn Grant,2024-03-29,05:52:08,Mocha,1,2.0,2.0,Cash,Heather Walsh
96ce3519,82456,15,Sr. Barista,Diana Collins,2024-03-29,01:11:49,Latte,1,2.0,2.0,Cash,Mary Gross
286da072,82456,15,Sr. Barista,Diana Collins,2024-03-29,00:42:27,Latte,4,2.0,8.0,Card,Christine Villarreal
b5792be8,82456,15,Sr. Barista,Diana Collins,2024-03-28,20:03:41,Cappuccino,1,2.0,2.0,Card,Bryan Summers
29725170,82456,15,Sr. Barista,Diana Collins,2024-03-28,12:18:32,Cappuccino,2,2.0,4.0,Card,Debbie Brown
b6697c3b,22868,15,Jr. Barista,Evelyn Grant,2024-03-28,11:37:14,Latte,3,2.0,6.0,Cash,Tamara Delgado
03f2c6d3,98845,15,Jr. Barista,Kevin Swanson,2024-03-28,10:09:11,Mocha,2,2.0,4.0,Cash,Nicholas Hernandez
a4b5fa33,22868,15,Jr. Barista,Evelyn Grant,2024-03-28,09:44:44,Latte,2,2.0,4.0,Cash,Brittany Brown
abcc3a32,22868,15,Jr. Barista,Evelyn Grant,2024-03-28,08:36:32,Cappuccino,2,2.0,4.0,Card,John Mcmillan
a31d2d7c,99854,12,Sr. Barista,Rebecca Edwards,2024-03-28,08:29:53,Latte,4,2.0,8.0,Cash,Denise Adams
5cd6e5a4,82456,15,Sr. Barista,Diana Collins,2024-03-28,05:55:35,Mocha,4,2.0,8.0,Cash,Kenneth Oliver
39b8239d,98845,15,Jr. Barista,Kevin Swanson,2024-03-28,05:17:26,Cappuccino,1,2.0,2.0,Card,Brittany Brown
23d41777,82456,15,Sr. Barista,Diana Collins,2024-03-28,04:15:45,Latte,1,2.0,2.0,Cash,Mary Melton
7eb7ff2a,98845,15,Jr. Barista,Kevin Swanson,2024-03-28,04:06:40,Mocha,4,2.0,8.0,Card,Robert Lopez
e9825155,82456,15,Sr. Barista,Diana Collins,2024-03-28,01:46:08,Latte,4,2.0,8.0,Card,Chad Williams
23893290,99854,12,Sr. Barista,Rebecca Edwards,2024-03-27,23:12:17,Latte,4,2.0,8.0,Card,Jacqueline Grimes
869cc88e,82456,15,Sr. Barista,Diana Collins,2024-03-27,22:47:51,Latte,4,2.0,8.0,Cash,Anthony Velasquez
2b75ec86,98845,15,Jr. Barista,Kevin Swanson,2024-03-27,21:01:59,Latte,1,2.0,2.0,Card,Steven Espinoza
7fb0641d,99854,12,Sr. Barista,Rebecca Edwards,2024-03-27,17:41:21,Mocha,1,2.0,2.0,Card,Debbie Brown
749a6039,99854,12,Sr. Barista,Rebecca Edwards,2024-03-27,09:36:22,Latte,1,2.0,2.0,Cash,Heather Walsh
3d1eddd0,98845,15,Jr. Barista,Kevin Swanson,2024-03-27,09:27:40,Americano,2,1.25,2.5,Cash,James Jimenez MD
c997298b,82456,15,Sr. Barista,Diana Collins,2024-03-27,08:14:26,Latte,3,2.0,6.0,Cash,Nicole Heath
80eddd46,99854,12,Sr. Barista,Rebecca Edwards,2024-03-27,06:14:34,Latte,2,2.0,4.0,Card,Mark Martinez
ce660bff,22868,15,Jr. Barista,Evelyn Grant,2024-03-27,04:55:16,Mocha,4,2.0,8.0,Card,Olivia Evans
9bbe01ad,99854,12,Sr. Barista,Rebecca Edwards,2024-03-27,02:18:23,Latte,1,2.0,2.0,Cash,Brandon Ward
4a0dda44,99854,12,Sr. Barista,Rebecca Edwards,2024-03-27,01:24:48,Latte,1,2.0,2.0,Cash,Tamara Alexander
